No,주소,경도,위도,상태,세부위치,설치장소설명,형태,담당,관리기관 번호
105,서울특별시 영등포구 시흥대로659-1,126.9075536,37.49105053,정좌표,"서울특별시 영등포구 시흥대로659-1 강남성심병원, 대림성모병원버스중앙차로(19-010)",⑦ 버스중앙차로내 휴지통,① 일반쓰레기,,
106,서울특별시 영등포구 여의대방로,126.9222548,37.5057029,인근좌표,서울특별시 영등포구 여의대방로 경남아너스빌 버스중앙차로(19-011),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,,
107,서울특별시 영등포구 여의대방로 89,126.9165722,37.49730801,정좌표,서울특별시 영등포구 여의대방로 89 보라매공원 버스중앙차로(19-012),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,,
108,서울특별시 영등포구 대방천로 259,126.9197996,37.49908046,정좌표,서울특별시 영등포구 대방천로 259 동작세무서 앞 버스중앙차로(19-013),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,,
109,서울특별시 영등포구 대림로21길 6,126.9001188,37.49370356,정좌표,서울특별시 영등포구 대림로21길 6 대동초교 앞 버스정류장(19-266),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
110,서울특별시 영등포구 대림로21길 6,126.9001188,37.49370356,정좌표,서울특별시 영등포구 대림로21길 6 대동초교 앞 버스정류장(19-266),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
111,서울특별시 영등포구 대림로 191,126.8983275,37.49780237,정좌표,서울특별시 영등포구 대림로 191 대림3동주민센터 옆,⑥ 횡단보도 입구,① 일반쓰레기,,
112,서울특별시 영등포구 대림로 191,126.8983275,37.49780237,정좌표,서울특별시 영등포구 대림로 191 대림3동주민센터 옆,⑥ 횡단보도 입구,① 일반쓰레기,,
113,서울특별시 영등포구 신길로 39,126.9077849,37.49596633,정좌표,서울특별시 영등포구 신길로 39 썬프라자 앞 버스정류장(19-258),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
114,서울특별시 영등포구 신길로 39,126.9077849,37.49596633,정좌표,서울특별시 영등포구 신길로 39 썬프라자 앞 버스정류장(19-258),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
115,서울특별시 영등포구 버드나루로,126.9093711,37.52529015,인근좌표,"서울특별시 영등포구 버드나루로 근로복지공단,서울남부지사 버스정류장(19-557)","① 정류장(버스, 택시 등)",① 일반쓰레기,,
116,서울특별시 영등포구 영중로,126.9047714,37.52258296,인근좌표,서울특별시 영등포구 영중로 신화병원 버스정류장(19-121),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
117,서울특별시 영등포구 영등포로,126.9199291,37.51363569,인근좌표,서울특별시 영등포구 영등포로 김안과병원 버스정류장(19-118),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
118,서울특별시 영등포구 경인로,126.9050304,37.51621755,인근좌표,서울특별시 영등포구 경인로 영등포역 버스중앙차로(19-005),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,,
119,서울특별시 영등포구 영신로,126.9089926,37.51276912,인근좌표,서울특별시 영등포구 영신로 영등포청과시장 버스정류장(19-436),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
120,서울특별시 영등포구 영신로,126.9089926,37.51276912,인근좌표,서울특별시 영등포구 영신로 당산신동아파밀리에 버스정류장(19-435),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
121,서울특별시 영등포구 신길로,126.9106253,37.50271805,인근좌표,서울특별시 영등포구 신길로 대성병원 버스정류장(19-101),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
122,서울특별시 영등포구 문래로,126.8919669,37.5181119,인근좌표,"서울특별시 영등포구 문래로 영일시장, 록스 버스정류장(19-588)","① 정류장(버스, 택시 등)",① 일반쓰레기,,
123,서울특별시 영등포구 문래로28길,126.8991996,37.5170671,인근좌표,서울특별시 영등포구 문래로28길 문래주민센터 마을버스정류장(19-733),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
124,서울특별시 영등포구 영등포로,126.9199291,37.51363569,인근좌표,서울특별시 영등포구 영등포로 당산동진로아파트 버스정류장(19-162),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
125,서울특별시 영등포구 영등포로,126.9199291,37.51363569,인근좌표,서울특별시 영등포구 영등포로 당산동진로아파트 버스정류장(19-163),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
126,서울특별시 영등포구 버드나루로,126.9093711,37.52529015,인근좌표,"서울특별시 영등포구 버드나루로 근로복지공단,서울남부지사 버스정류장(19-578)","① 정류장(버스, 택시 등)",① 일반쓰레기,,
127,서울특별시 영등포구 양산로,126.894117,37.52467564,인근좌표,서울특별시 영등포구 양산로 영등포구청 버스정류장(19-852),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
128,서울특별시 영등포구 당산로,126.8944702,37.51528892,인근좌표,서울특별시 영등포구 당산로 현대아파트 버스정류장(19-302),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
129,서울특별시 영등포구 문래로,126.8919669,37.5181119,인근좌표,서울특별시 영등포구 문래로 문래역 버스정류장(19-193),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
130,서울특별시 영등포구 경인로,126.9050304,37.51621755,인근좌표,서울특별시 영등포구 경인로 문래동남성아파트 버스중앙차로(19-001),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,,
131,서울특별시 영등포구 도림로,126.9020076,37.50657527,인근좌표,서울특별시 영등포구 도림로 성락교회 버스장류장(19-234),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
132,서울특별시 영등포구 도림로,126.9020076,37.50657527,인근좌표,서울특별시 영등포구 도림로 신길5동주민센터 버스정류장(19-242),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
133,서울특별시 영등포구 경인로,126.9050304,37.51621755,인근좌표,서울특별시 영등포구 경인로 신도림역 버스중앙차로(17-001),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,,
134,서울특별시 영등포구 신풍로,126.9141327,37.49984918,인근좌표,서울특별시 영등포구 신풍로 신풍역 버스정류장(19-219),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
135,서울특별시 영등포구 도신로,126.9047307,37.50795842,인근좌표,서울특별시 영등포구 도신로 한국방송통신대학 버스정류장(19-273),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
136,서울특별시 영등포구 노들로,126.907302,37.53335252,인근좌표,"서울특별시 영등포구 노들로 양평한신아파트,선유도공원입구 버스정류장(19-216)","① 정류장(버스, 택시 등)",① 일반쓰레기,,
137,서울특별시 영등포구 영등포로,126.9199291,37.51363569,인근좌표,서울특별시 영등포구 영등포로 신길역 버스정류장(19-279),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
138,서울특별시 영등포구 양평로22길,126.8956443,37.54049289,인근좌표,서울특별시 영등포구 양평로22길 당산초등학교 버스정류장(19-220),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
139,서울특별시 영등포구 양평로,126.8915473,37.53935248,인근좌표,"서울특별시 영등포구 양평로 한신아파트, 선유도역 버스정류장(19-211)","① 정류장(버스, 택시 등)",① 일반쓰레기,,
140,서울특별시 영등포구 선유로,126.8903108,37.52481482,인근좌표,서울특별시 영등포구 선유로 선유고등학교 버스정류장(28-017),"① 정류장(버스, 택시 등)",① 일반쓰레기,,
141,서울특별시 영등포구 경인로,126.9050304,37.51621755,인근좌표,서울특별시 영등포구 경인로 남부지방법원등기국 버스중앙차로(19-004),⑦ 버스중앙차로내 휴지통,① 일반쓰레기,,
