No,주소,경도,위도,상태,세부위치,설치장소설명,형태,담당,관리기관 번호
103,서울특별시 성동구 용답동232-1,127.0633285,37.5612786,정좌표,서울특별시 성동구 용답동232-1  CU편의점 앞,,일반쓰레기,가로환경미화원,
104,서울특별시 성동구 용답동235-5 ,127.0677856,37.56063499,정좌표,서울특별시 성동구 용답동235-5  육대장 앞 ,,일반쓰레기,가로환경미화원,
105,서울특별시 성동구 성수동2가300-1 ,127.0569586,37.5446739,정좌표,서울특별시 성동구 성수동2가300-1  성수역2번출구 앞,,일반쓰레기,가로환경미화원,
106,서울특별시 성동구 송정동81-16 ,127.0563395,37.54968053,정좌표,서울특별시 성동구 송정동81-16   센스빌오피스텔 앞,,일반쓰레기,가로환경미화원,
107,서울특별시 성동구 송정동 90-7,127.0710337,37.55531357,정좌표,서울특별시 성동구 송정동 90-7 버스 정류장 옆,,일반쓰레기,가로환경미화원,
108,서울특별시 성동구 독서당로 173,127.0109028,37.5415657,정좌표,서울특별시 성동구 독서당로 173 버스 정류장 옆,,일반쓰레기,가로환경미화원,
109,서울특별시 성동구 마조로58,127.0419134,37.5627806,정좌표,서울특별시 성동구 마조로58 편의점 옆,,담배꽁초 수거용,가로환경미화원,
110,서울특별시 성동구 고산자로 339,127.0373246,37.5699059,정좌표,서울특별시 성동구 고산자로 339 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
111,서울특별시 성동구 고산자로 281-,127.0360667,37.56479933,정좌표,서울특별시 성동구 고산자로 281- 편의점 옆,,담배꽁초 수거용,가로환경미화원,
112,서울특별시 성동구 왕십리로 280,127.0382199,37.55923401,정좌표,서울특별시 성동구 왕십리로 280 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
113,서울특별시 성동구 왕십리로 320-1,127.0341862,37.56232331,정좌표,서울특별시 성동구 왕십리로 320-1 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
114,서울특별시 성동구 왕십리로 49,127.0449108,37.54188761,인근좌표,서울특별시 성동구 왕십리로 49 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
115,서울특별시 성동구 상왕십리역 1-1주변,128.72506,35.85833324,정좌표,서울특별시 성동구 상왕십리역 1-1주변 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
116,서울특별시 성동구 무학로 2,127.0302722,37.56444634,정좌표,서울특별시 성동구 무학로 2 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
117,서울특별시 성동구 왕십리로 363-1,127.029567,37.5640446,정좌표,서울특별시 성동구 왕십리로 363-1 편의점 주변,,담배꽁초 수거용,가로환경미화원,
118,서울특별시 성동구 고산자로 4-5,127.0359915,37.54132786,인근좌표,서울특별시 성동구 고산자로 4-5 편의점 주변,,담배꽁초 수거용,가로환경미화원,
119,서울특별시 성동구 행당로 2-11,127.020502,37.55457443,인근좌표,서울특별시 성동구 행당로 2-11 도로(가로)변,,담배꽁초 수거용,가로환경미화원,
120,서울특별시 성동구 금호로 158,127.0201696,37.55488296,정좌표,서울특별시 성동구 금호로 158 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
121,서울특별시 성동구 행당로 6-6,127.0207433,37.55447175,인근좌표,서울특별시 성동구 행당로 6-6 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
