No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
134,서울특별시 마포구 홍익로3길 8 경서빌딩 앞,126.9220647,37.55414489,정좌표,서울특별시 마포구 홍익로3길 8 경서빌딩 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
135,서울특별시 마포구 홍익로 19 세븐일레븐 앞,126.9226318,37.55401021,정좌표,서울특별시 마포구 홍익로 19 세븐일레븐 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
136,서울특별시 마포구 홍익로 11 프리스비빌딩 앞,126.9232916,37.55351319,정좌표,서울특별시 마포구 홍익로 11 프리스비빌딩 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
137,서울특별시 마포구 홍익로 5 LG유플러스 앞,126.923768,37.55312,정좌표,서울특별시 마포구 홍익로 5 LG유플러스 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
138,서울특별시 마포구 홍익로 6 CU편의점 앞,126.9240517,37.55329949,정좌표,서울특별시 마포구 홍익로 6 CU편의점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
139,서울특별시 마포구 홍익로 10 서교푸르지오아파트 앞,126.9236944,37.55376194,정좌표,서울특별시 마포구 홍익로 10 서교푸르지오아파트 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
140,서울특별시 마포구 홍익로 18 국민은행 앞,126.9230115,37.55422163,정좌표,서울특별시 마포구 홍익로 18 국민은행 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
141,서울특별시 마포구 홍익로 20 걷고관광초소 앞,126.9228179,37.55438067,정좌표,서울특별시 마포구 홍익로 20 걷고관광초소 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
142,서울특별시 마포구 홍익로 20 걷고관광초소 앞,126.9228179,37.55438067,정좌표,서울특별시 마포구 홍익로 20 걷고관광초소 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
143,서울특별시 마포구 어울마당로 107 AA플레이스 앞,126.9224862,37.55463251,정좌표,서울특별시 마포구 어울마당로 107 AA플레이스 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
144,서울특별시 마포구 양화로 140 신선설농탕 앞 (건물없어짐-공사중),126.9220437,37.55512392,정좌표,서울특별시 마포구 양화로 140 신선설농탕 앞 (건물없어짐-공사중),도로(가로)변,일반쓰레기,서울시 마포구청,
145,서울특별시 마포구 와우산로 56 우리은행 앞(14-230),126.9233972,37.54944412,정좌표,서울특별시 마포구 와우산로 56 우리은행 앞(14-230),도로(가로)변,일반쓰레기,서울시 마포구청,
146,서울특별시 마포구 와우산로 55 아크스테이션 앞(14-231),126.9229037,37.54939664,정좌표,서울특별시 마포구 와우산로 55 아크스테이션 앞(14-231),도로(가로)변,일반쓰레기,서울시 마포구청,
147,서울특별시 마포구 와우산로 157 산울림소극장 앞(14-235),126.9301093,37.55508309,정좌표,서울특별시 마포구 와우산로 157 산울림소극장 앞(14-235),도로(가로)변,일반쓰레기,서울시 마포구청,
148,서울특별시 마포구 와우산로 71 쏠로포차 앞,126.922854,37.55088362,정좌표,서울특별시 마포구 와우산로 71 쏠로포차 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
149,서울특별시 마포구 와우산로 97 하나은행 앞 버스정류장(14-233),126.9243533,37.55309474,정좌표,서울특별시 마포구 와우산로 97 하나은행 앞 버스정류장(14-233),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
150,서울특별시 마포구 와우산로 121 삼진제약 앞(14-283),126.9267574,37.55350979,정좌표,서울특별시 마포구 와우산로 121 삼진제약 앞(14-283),도로(가로)변,일반쓰레기,서울시 마포구청,
151,서울특별시 마포구 월드컵북로 중동초등학교 버스정류장 14-157,126.920506,37.55641315,인근좌표,서울특별시 마포구 월드컵북로 중동초등학교 버스정류장 14-157,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
152,서울특별시 마포구 월드컵북로 월드컵경기장 서측 버스정류장 14-105,126.920506,37.55641315,인근좌표,서울특별시 마포구 월드컵북로 월드컵경기장 서측 버스정류장 14-105,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
153,서울특별시 마포구 월드컵북로 월드컵경기장 서측 버스정류장 14-105,126.920506,37.55641315,인근좌표,서울특별시 마포구 월드컵북로 월드컵경기장 서측 버스정류장 14-105,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
154,서울특별시 마포구 월드컵북로 버스정류장 14-115,126.920506,37.55641315,인근좌표,서울특별시 마포구 월드컵북로 버스정류장 14-115,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
155,서울특별시 마포구 월드컵북로 버스정류장 14-115,126.920506,37.55641315,인근좌표,서울특별시 마포구 월드컵북로 버스정류장 14-115,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
156,서울특별시 마포구 하늘공원로 하늘공원주차장 버스정류장 14-332,126.8822392,37.57265395,인근좌표,서울특별시 마포구 하늘공원로 하늘공원주차장 버스정류장 14-332,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
157,서울특별시 마포구 하늘공원로 하늘공원주차장 버스정류장 14-332,126.8822392,37.57265395,인근좌표,서울특별시 마포구 하늘공원로 하늘공원주차장 버스정류장 14-332,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
158,서울특별시 마포구 월드컵로 월드컵파크3단지 버스정류장 14-108,126.9121305,37.55200923,인근좌표,서울특별시 마포구 월드컵로 월드컵파크3단지 버스정류장 14-108,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
159,서울특별시 마포구 월드컵로 월드컵파크3단지 버스정류장 14-108,126.9121305,37.55200923,인근좌표,서울특별시 마포구 월드컵로 월드컵파크3단지 버스정류장 14-108,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
160,서울특별시 마포구 월드컵로 서부면허시험장 버스정류장 14-109,126.9121305,37.55200923,인근좌표,서울특별시 마포구 월드컵로 서부면허시험장 버스정류장 14-109,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
161,서울특별시 마포구 월드컵로 서부면허시험장 버스정류장 14-109,126.9121305,37.55200923,인근좌표,서울특별시 마포구 월드컵로 서부면허시험장 버스정류장 14-109,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
162,서울특별시 마포구 월드컵로 서부면허시험장 버스정류장 14-110,126.9121305,37.55200923,인근좌표,서울특별시 마포구 월드컵로 서부면허시험장 버스정류장 14-110,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
163,서울특별시 마포구 월드컵로 서부면허시험장 버스정류장 14-110,126.9121305,37.55200923,인근좌표,서울특별시 마포구 월드컵로 서부면허시험장 버스정류장 14-110,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
164,서울특별시 마포구 월드컵북로 월드컵파크9단지 버스정류장 14-335,126.9205559,37.55571819,정좌표,서울특별시 마포구 월드컵북로 월드컵파크9단지 버스정류장 14-335,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
165,서울특별시 마포구 월드컵북로 상암동 하늘초등학교 버스정류장 14-337,126.920506,37.55641315,인근좌표,서울특별시 마포구 월드컵북로 상암동 하늘초등학교 버스정류장 14-337,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
166,서울특별시 마포구 월드컵북로396 누리꿈스퀘어간판 앞,126.8903232,37.57944252,정좌표,서울특별시 마포구 월드컵북로396 누리꿈스퀘어간판 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
167,서울특별시 마포구 월드컵북로 15 시디즈 홍대점 앞,126.9199499,37.55621212,정좌표,서울특별시 마포구 월드컵북로 15 시디즈 홍대점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
168,서울특별시 마포구 상암산로 누리꿈스퀘어(MBC) 버스정류장 14-307,126.8892397,37.57621012,인근좌표,서울특별시 마포구 상암산로 누리꿈스퀘어(MBC) 버스정류장 14-307,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
169,서울특별시 마포구 월드컵북로6길 3 수협 앞,126.9189434,37.55789044,정좌표,서울특별시 마포구 월드컵북로6길 3 수협 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
170,서울특별시 마포구 월드컵북로54길 12 국악방송 앞,126.8893313,37.58085367,정좌표,서울특별시 마포구 월드컵북로54길 12 국악방송 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
171,서울특별시 마포구 월드컵북로 74 현대자동차 성산대리점 앞,126.9163677,37.56060205,정좌표,서울특별시 마포구 월드컵북로 74 현대자동차 성산대리점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
172,서울특별시 마포구 성산로 버스정류장 14-186,126.8949018,37.55778878,인근좌표,서울특별시 마포구 성산로 버스정류장 14-186,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
173,서울특별시 마포구 월드컵북로 136 하나은행 옆,126.9124776,37.56503207,정좌표,서울특별시 마포구 월드컵북로 136 하나은행 옆,도로(가로)변,일반쓰레기,서울시 마포구청,
174,서울특별시 마포구 성미산로 성산2교 버스정류장 14-198,126.9086379,37.55828652,인근좌표,서울특별시 마포구 성미산로 성산2교 버스정류장 14-198,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
175,서울특별시 마포구 월드컵북로56길 9 옆 가온문화공원,126.8874391,37.58138467,정좌표,서울특별시 마포구 월드컵북로56길 9 옆 가온문화공원,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
176,서울특별시 마포구 월드컵북로 월드컵파크7단지 버스정류장 14-272,126.920665,37.55561624,정좌표,서울특별시 마포구 월드컵북로 월드컵파크7단지 버스정류장 14-272,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
177,서울특별시 마포구 월드컵북로 월드컵파크7단지 버스정류장 14-271,126.920665,37.55561624,정좌표,서울특별시 마포구 월드컵북로 월드컵파크7단지 버스정류장 14-271,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
178,서울특별시 마포구 월드컵북로 상암고등학교 버스정류장 14-291,126.920506,37.55641315,인근좌표,서울특별시 마포구 월드컵북로 상암고등학교 버스정류장 14-291,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
179,서울특별시 마포구 상암산로1길 52 월드컵파크5단지 508동 앞,126.8864193,37.58015472,정좌표,서울특별시 마포구 상암산로1길 52 월드컵파크5단지 508동 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
180,서울특별시 마포구 상암산로 월드컵파크5단지 버스정류장 14-289,126.8892397,37.57621012,인근좌표,서울특별시 마포구 상암산로 월드컵파크5단지 버스정류장 14-289,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
181,서울특별시 마포구 월드컵로202 마포구청역 1번 출구 앞,126.9023631,37.56512659,정좌표,서울특별시 마포구 월드컵로202 마포구청역 1번 출구 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
182,서울특별시 마포구 월드컵로204 마포구 청사 맞은편 횡단보도,126.9021317,37.56539925,정좌표,서울특별시 마포구 월드컵로204 마포구 청사 맞은편 횡단보도,도로(가로)변,일반쓰레기,서울시 마포구청,
183,서울특별시 마포구 상암산로1길 26 상암중학교 앞,126.8875502,37.57905528,정좌표,서울특별시 마포구 상암산로1길 26 상암중학교 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
184,서울특별시 마포구 월드컵로 마포구청 광장,126.8951683,37.56568382,인근좌표,서울특별시 마포구 월드컵로 마포구청 광장,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
185,서울특별시 마포구 월드컵로 마포구청 광장,126.8951683,37.56568382,인근좌표,서울특별시 마포구 월드컵로 마포구청 광장,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
186,서울특별시 마포구 월드컵로 마포구청 광장 4구 재활용,126.9121305,37.55200923,인근좌표,서울특별시 마포구 월드컵로 마포구청 광장 4구 재활용,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
187,서울특별시 마포구 월드컵북로381 월드컵파크4단지 401동 앞,126.889888,37.57795306,정좌표,서울특별시 마포구 월드컵북로381 월드컵파크4단지 401동 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
188,서울특별시 마포구 월드컵로 마포구의회 앞 마을버스정류장  14-563,126.9121305,37.55200923,인근좌표,서울특별시 마포구 월드컵로 마포구의회 앞 마을버스정류장  14-563,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
189,서울특별시 마포구 월드컵북로 381 버스정류장 14-306,126.889888,37.57795306,정좌표,서울특별시 마포구 월드컵북로 381 버스정류장 14-306,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
